100.0;0.2;0.9;0.000539177;0.0;0.0
100.0;0.4;0.9;0.066285834;0.0;0.0
100.0;0.4;3.0;0.523382715;0.0;0.0
100.0;0.2;3.0;0.124081704;0.0;0.0
130.0;0.3;1.95;0.340612845;0.0;0.0
130.0;0.3;1.95;0.342071572;0.0;0.0
160.0;0.2;0.9;0.066361663;0.0;0.0
160.0;0.4;0.9;0.414149606;0.0;0.0
160.0;0.4;3.0;0.801074925;0.0;0.0
160.0;0.2;3.0;0.317247699;0.0;0.0
160.0;0.2;0.9;0.137450315;0.0;0.0
160.0;0.4;0.9;0.39538596;0.0;0.0
160.0;0.4;3.0;1.3498665333374;0.0;0.0
160.0;0.2;3.0;0.324086264;0.0;0.0
130.0;0.3;1.95;0.360507817;0.0;0.0
100.0;0.2;0.9;0.018517327;0.0;0.0
100.0;0.4;0.9;0.119053332;0.0;0.0
100.0;0.4;3.0;0.569830021;0.0;0.0
100.0;0.2;3.0;0.10577096;0.0;0.0
100.0;0.3;1.95;0.174797307;0.0;0.0
160.0;0.3;1.95;0.508014395;0.0;0.0
130.0;0.2;1.95;0.15085711;0.0;0.0
130.0;0.4;1.95;0.618870595;0.0;0.0
