0.8;750.0;0.01;0.044391188;0.076122716;0.102832527
0.8;750.0;0.01;0.069968139;0.064300707;0.19188127
1.2;950.0;0.05;3.930847956;0.993639573;0.930130988
1.2;950.0;0.05;3.509912287;0.92422758;0.892902598
1.0;850.0;0.03;4.076887116;0.982658253;0.860706862
1.0;850.0;0.03;4.062561633;0.986335389;0.852777715
0.8;750.0;0.01;0.072012423;0.081114292;0.156551796
0.8;750.0;0.01;0.120570463;0.090862459;0.233993856
1.2;950.0;0.05;3.781423636;0.995270795;0.893307174
1.2;950.0;0.05;3.534614098;0.913728452;0.909518641
1.2;950.0;0.05;3.049031565;0.913754054;0.882616158
1.2;950.0;0.05;3.082690872;0.989814881;0.823787633
0.8;750.0;0.01;0.214589479;0.090093721;0.373344185
0.8;750.0;0.01;0.087484096;0.06516778;0.210422255
1.0;850.0;0.03;4.074838219;0.993407077;0.850965996
1.2;950.0;0.05;3.041210571;0.940502435;0.855314505
1.2;950.0;0.05;3.219186667;0.995915085;0.854994104
0.8;750.0;0.01;0.058149839;0.033006997;0.27614551
0.8;750.0;0.01;0.048116409;0.052794686;0.142856001
1.2;750.0;0.01;3.058567709;0.89864514;0.900262457
1.2;750.0;0.01;3.415770854;0.970920794;0.930559605
0.8;950.0;0.05;2.435145266;0.467036859;0.817276865
0.8;950.0;0.05;0.726978211;0.178234455;0.6393302
1.0;850.0;0.03;4.020557376;0.976011637;0.854595012
1.2;750.0;0.01;3.284992704;0.895124312;0.970711839
1.2;750.0;0.01;3.258888457;0.959519512;0.89836941
0.8;950.0;0.05;4.830310968;0.844457703;0.896587496
0.8;950.0;0.05;5.17878342;0.880134726;0.922303976
